,Content
987,"



Home



Health Information



Diabetes



Diabetes Overview




Managing Diabetes




Related Topics


English


English
Español


"
988,"


Home



Health Information



Diabetes



Diabetes Overview




Managing Diabetes



"
990,"

Diabetes Overview


What is Diabetes?


Type 1 Diabetes


Type 2 Diabetes


Insulin Resistance & Prediabetes


Gestational Diabetes


Monogenic Diabetes




Symptoms & Causes


Risk Factors for Type 2 Diabetes


Diabetes Risk Test




Preventing Type 2 Diabetes


Your Game Plan to Prevent Type 2 Diabetes


Choose More than 50 Ways to Prevent Type 2 Diabetes


We Have the Power to Prevent Diabetes: Tips for American Indians & Alaska Natives


Two Reasons I Find Time to Prevent Diabetes: My Future & Theirs (Tips for Asian Americans & Pacific Islanders)




Diabetes Tests & Diagnosis


Managing Diabetes


Continuous Glucose Monitoring


4 Steps to Manage Your Diabetes for Life


Take Care of Your Diabetes During Sick Days & Special Times


Know Your Blood Sugar Numbers




Insulin, Medicines, & Other Diabetes Treatments


Questions to Ask about Your Diabetes Medicines


Pancreatic Islet Transplantation




Diabetes Diet, Eating, & Physical Activity


Preventing Diabetes Problems


Diabetes, Heart Disease, & Stroke


Low Blood Glucose (Hypoglycemia)


Diabetic Neuropathy


Diabetic Kidney Disease


Diabetes & Foot Problems


Diabetic Eye Disease


Diabetes, Gum Disease, & Other Dental Problems


Diabetes, Sexual, & Bladder Problems




Clinical Trials




Managing Diabetes

You can manage your diabetes and live a long and healthy life by taking care of yourself each day.

Diabetes can affect almost every part of your body. Therefore, you will need to manage your blood glucose levels, also called blood sugar. Managing your blood glucose, as well as your blood pressure and cholesterol, can help prevent the health problems that can occur when you have diabetes.

How can I manage my diabetes?

With the help of your health care team, you can create a diabetes self-care plan to manage your diabetes. Your self-care plan may include these steps:


Ways to manage your diabetes



Manage your diabetes ABCs.
Follow your diabetes meal plan.

Make physical activity part of your routine.
Take your medicine.



Check your blood glucose levels.

Work with your health care team.
Cope with your diabetes in healthy ways.




Manage your diabetes ABCs
Knowing your diabetes ABCs will help you manage your blood glucose, blood pressure, and cholesterol. Stopping smoking if you smoke will also help you manage your diabetes. Working toward your ABC goals can help lower your chances of having a heart attack, stroke, or other diabetes problems.

A for the A1C test

The A1C test shows your average blood glucose level over the past 3 months. The A1C goal for many people with diabetes is below 7 percent. Ask your health care team what your goal should be.

B for Blood pressure

The blood pressure goal for most people with diabetes is below 140/90 mm Hg. Ask what your goal should be.

C for Cholesterol

You have two kinds of cholesterol in your blood: LDL and HDL. LDL or “bad” cholesterol can build up and clog your blood vessels. Too much bad cholesterol can cause a heart attack or stroke. HDL or “good” cholesterol helps remove the “bad” cholesterol from your blood vessels.

Ask your health care team what your cholesterol numbers should be. If you are over 40 years of age, you may need to take a statin drug for heart health.

S for Stop smoking

Not smoking is especially important for people with diabetes because both smoking and diabetes narrow blood vessels. Blood vessel narrowing makes your heart work harder. E-cigarettes aren’t a safe option either.

If you quit smoking


you will lower your risk for heart attack, stroke, nerve disease, kidney disease, diabetic eye disease, and amputation
    
your cholesterol and blood pressure levels may improve
    
your blood circulation will improve
    
you may have an easier time being physically active
    

If you smoke or use other tobacco products, stop. Ask for help so you don’t have to do it alone. You can start by calling the national quitline at 1-800-QUITNOW or 1-800-784-8669. For tips on quitting, go to SmokeFree.gov.

Keeping your A1C, blood pressure, and cholesterol levels close to your goals and stopping smoking may help prevent the long-term harmful effects of diabetes. These health problems include heart disease, stroke, kidney disease, nerve damage, and eye disease. You can keep track of your ABCs with a diabetes care record (PDF, 568 KB). Take it with you on your health care visits. Talk about your goals and how you are doing, and whether you need to make any changes in your diabetes care plan.
Follow your diabetes meal plan
Make a diabetes meal plan with help from your health care team. Following a meal plan will help you manage your blood glucose, blood pressure, and cholesterol.

Choose fruits and vegetables, beans, whole grains, chicken or turkey without the skin, fish, lean meats, and nonfat or low-fat milk and cheese. Drink water instead of sugar-sweetened beverages. Choose foods that are lower in calories, saturated fat, trans fat, sugar, and salt. Learn more about eating, diet, and nutrition with diabetes.

Make physical activity part of your daily routine
Set a goal to be more physically active. Try to work up to 30 minutes or more of physical activity on most days of the week.

Brisk walking and swimming are good ways to move more. If you are not active now, ask your health care team about the types and amounts of physical activity that are right for you. Learn more about being physically active with diabetes.


Swimming or water walking is a good way to move more.

Following your meal plan and being more active can help you stay at or get to a healthy weight. If you are overweight or obese, work with your health care team to create a weight-loss plan that is right for you.

Take your medicine
Take your medicines for diabetes and any other health problems, even when you feel good or have reached your blood glucose, blood pressure, and cholesterol goals. These medicines help you manage your ABCs. Ask your doctor if you need to take aspirin to prevent a heart attack or stroke. Tell your health care professional if you cannot afford your medicines or if you have any side effects from your medicines. Learn more about insulin and other diabetes medicines.

Check your blood glucose levels

For many people with diabetes, checking their blood glucose level each day is an important way to manage their diabetes. Monitoring your blood glucose level is most important if you take insulin. The results of blood glucose monitoring can help you make decisions about food, physical activity, and medicines.



Checking and recording your blood glucose level is an important part of managing diabetes.

The most common way to check your blood glucose level at home is with a blood glucose meter. You get a drop of blood by pricking the side of your fingertip with a lancet. Then you apply the blood to a test strip. The meter will show you how much glucose is in your blood at the moment.

Ask your health care team how often you should check your blood glucose levels. Make sure to keep a record of your blood glucose self-checks. You can print copies of this glucose self-check chart (PDF, 2 MB). Take these records with you when you visit your health care team.

What is continuous glucose monitoring?

Continuous glucose monitoring (CGM) is another way to check your glucose levels. Most CGM systems use a tiny sensor that you insert under your skin. The sensor measures glucose levels in the fluids between your body’s cells every few minutes and can show changes in your glucose level throughout the day and night. If the CGM system shows that your glucose is too high or too low, you should check your glucose with a blood glucose meter before making any changes to your eating plan, physical activity, or medicines. A CGM system is especially useful for people who use insulin and have problems with low blood glucose.

What are the recommended targets for blood glucose levels?

Many people with diabetes aim to keep their blood glucose at these normal levels:


Before a meal: 80 to 130 mg/dL
    
About 2 hours after a meal starts: less than 180 mg/dL
    

Talk with your health care team about the best target range for you. Be sure to tell your health care professional if your glucose levels often go above or below your target range.

What happens if my blood glucose level becomes too low?

Sometimes blood glucose levels drop below where they should be, which is called hypoglycemia. For most people with diabetes, the blood glucose level is too low when it is below 70 mg/dL.

Hypoglycemia can be life threatening and needs to be treated right away. Learn more about how to recognize and treat hypoglycemia.
What happens if my blood glucose level becomes too high?

Doctors call high blood glucose hyperglycemia.

Symptoms that your blood glucose levels may be too high include


feeling thirsty
    
feeling tired or weak
    
headaches
    
urinating often
    
blurred vision
    

If you often have high blood glucose levels or symptoms of high blood glucose, talk with your health care team. You may need a change in your diabetes meal plan, physical activity plan, or medicines.



Know when to check for ketones

Your doctor may want you to check your urine for ketones if you have symptoms of diabetic ketoacidosis. When ketone levels get too high, you can develop this life-threatening condition. Symptoms include

trouble breathing
nausea or vomiting
pain in your abdomen
confusion
feeling very tired or sleepy

Ketoacidosis most often is a problem for people with type 1 diabetes.

Work with your health care team

Most people with diabetes get health care from a primary care professional. Primary care professionals include internists, family physicians, and pediatricians. Sometimes physician assistants and nurses with extra training, called nurse practitioners, provide primary care. You also will need to see other care professionals from time to time. A team of health care professionals can help you improve your diabetes self-care. Remember, you are the most important member of your health care team.

Besides a primary care professional, your health care team may include


an endocrinologist for more specialized diabetes care
    
a registered dietitian, also called a nutritionist

    a nurse
    
a certified diabetes educator
a pharmacist
a dentist
    
an eye doctor
    
a podiatrist, or foot doctor, for foot care

    a social worker, who can help you find financial aid for treatment and community resources
    
a counselor or other mental health care professional
    

When you see members of your health care team, ask questions. Write a list of questions you have before your visit so you don’t forget what you want to ask. Watch a video to help you get ready for your diabetes care visit.


When you see your doctor, review your diabetes self-care plan and blood glucose chart.


You should see your health care team at least twice a year, and more often if you are having problems or are having trouble reaching your blood glucose, blood pressure, or cholesterol goals. At each visit, be sure you have a blood pressure check, foot check, and weight check; and review your self-care plan. Talk with your health care team about your medicines and whether you need to adjust them. Routine health care will help you find and treat any health problems early, or may be able to help prevent them.

Talk with your doctor about what vaccines you should get to keep from getting sick, such as a flu shot and pneumonia shot. Preventing illness is an important part of taking care of your diabetes. Your blood glucose levels are more likely to go up when you’re sick or have an infection. Learn more about taking care of your diabetes when you’re sick and during other special times, such as when you’re traveling.

Cope with your diabetes in healthy ways

Feeling stressed, sad, or angry is common when you live with diabetes. Stress can raise your blood glucose levels, but you can learn ways to lower your stress. Try deep breathing, gardening, taking a walk, doing yoga, meditating, doing a hobby, or listening to your favorite music. Consider taking part in a diabetes education program or support group that teaches you techniques for managing stress. Learn more about healthy ways to cope with stress.

Depression is common among people with a chronic, or long-term, illness. Depression can get in the way of your efforts to manage your diabetes. Ask for help if you feel down. A mental health counselor, support group, clergy member, friend, or family member who will listen to your feelings may help you feel better.

Try to get 7 to 8 hours of sleep each night. Getting enough sleep can help improve your mood and energy level. You can take steps to improve your sleep habits. If you often feel sleepy during the day, you may have obstructive sleep apnea, a condition in which your breathing briefly stops many times during the night. Sleep apnea is common in people who have diabetes. Talk with your health care team if you think you have a sleep problem.

Remember, managing diabetes isn’t easy, but it’s worth it.
 Last Reviewed December 2016

Share











Previous:
                Diabetes Tests & Diagnosis
            



Next:
                Insulin, Medicines, & Other Diabetes Treatments
            




        This content is provided as a service of the National Institute of Diabetes and Digestive and Kidney Diseases
(NIDDK), part of the National Institutes of Health. The NIDDK translates and disseminates research findings to increase knowledge and understanding about health and disease among patients, health professionals, and the public. Content produced by the NIDDK is carefully reviewed by NIDDK scientists and other experts.







"
991,"
You can manage your diabetes and live a long and healthy life by taking care of yourself each day.

Diabetes can affect almost every part of your body. Therefore, you will need to manage your blood glucose levels, also called blood sugar. Managing your blood glucose, as well as your blood pressure and cholesterol, can help prevent the health problems that can occur when you have diabetes.

How can I manage my diabetes?

With the help of your health care team, you can create a diabetes self-care plan to manage your diabetes. Your self-care plan may include these steps:


Ways to manage your diabetes



Manage your diabetes ABCs.
Follow your diabetes meal plan.

Make physical activity part of your routine.
Take your medicine.



Check your blood glucose levels.

Work with your health care team.
Cope with your diabetes in healthy ways.




Manage your diabetes ABCs
Knowing your diabetes ABCs will help you manage your blood glucose, blood pressure, and cholesterol. Stopping smoking if you smoke will also help you manage your diabetes. Working toward your ABC goals can help lower your chances of having a heart attack, stroke, or other diabetes problems.

A for the A1C test

The A1C test shows your average blood glucose level over the past 3 months. The A1C goal for many people with diabetes is below 7 percent. Ask your health care team what your goal should be.

B for Blood pressure

The blood pressure goal for most people with diabetes is below 140/90 mm Hg. Ask what your goal should be.

C for Cholesterol

You have two kinds of cholesterol in your blood: LDL and HDL. LDL or “bad” cholesterol can build up and clog your blood vessels. Too much bad cholesterol can cause a heart attack or stroke. HDL or “good” cholesterol helps remove the “bad” cholesterol from your blood vessels.

Ask your health care team what your cholesterol numbers should be. If you are over 40 years of age, you may need to take a statin drug for heart health.

S for Stop smoking

Not smoking is especially important for people with diabetes because both smoking and diabetes narrow blood vessels. Blood vessel narrowing makes your heart work harder. E-cigarettes aren’t a safe option either.

If you quit smoking


you will lower your risk for heart attack, stroke, nerve disease, kidney disease, diabetic eye disease, and amputation
    
your cholesterol and blood pressure levels may improve
    
your blood circulation will improve
    
you may have an easier time being physically active
    

If you smoke or use other tobacco products, stop. Ask for help so you don’t have to do it alone. You can start by calling the national quitline at 1-800-QUITNOW or 1-800-784-8669. For tips on quitting, go to SmokeFree.gov.

Keeping your A1C, blood pressure, and cholesterol levels close to your goals and stopping smoking may help prevent the long-term harmful effects of diabetes. These health problems include heart disease, stroke, kidney disease, nerve damage, and eye disease. You can keep track of your ABCs with a diabetes care record (PDF, 568 KB). Take it with you on your health care visits. Talk about your goals and how you are doing, and whether you need to make any changes in your diabetes care plan.
Follow your diabetes meal plan
Make a diabetes meal plan with help from your health care team. Following a meal plan will help you manage your blood glucose, blood pressure, and cholesterol.

Choose fruits and vegetables, beans, whole grains, chicken or turkey without the skin, fish, lean meats, and nonfat or low-fat milk and cheese. Drink water instead of sugar-sweetened beverages. Choose foods that are lower in calories, saturated fat, trans fat, sugar, and salt. Learn more about eating, diet, and nutrition with diabetes.

Make physical activity part of your daily routine
Set a goal to be more physically active. Try to work up to 30 minutes or more of physical activity on most days of the week.

Brisk walking and swimming are good ways to move more. If you are not active now, ask your health care team about the types and amounts of physical activity that are right for you. Learn more about being physically active with diabetes.


Swimming or water walking is a good way to move more.

Following your meal plan and being more active can help you stay at or get to a healthy weight. If you are overweight or obese, work with your health care team to create a weight-loss plan that is right for you.

Take your medicine
Take your medicines for diabetes and any other health problems, even when you feel good or have reached your blood glucose, blood pressure, and cholesterol goals. These medicines help you manage your ABCs. Ask your doctor if you need to take aspirin to prevent a heart attack or stroke. Tell your health care professional if you cannot afford your medicines or if you have any side effects from your medicines. Learn more about insulin and other diabetes medicines.

Check your blood glucose levels

For many people with diabetes, checking their blood glucose level each day is an important way to manage their diabetes. Monitoring your blood glucose level is most important if you take insulin. The results of blood glucose monitoring can help you make decisions about food, physical activity, and medicines.



Checking and recording your blood glucose level is an important part of managing diabetes.

The most common way to check your blood glucose level at home is with a blood glucose meter. You get a drop of blood by pricking the side of your fingertip with a lancet. Then you apply the blood to a test strip. The meter will show you how much glucose is in your blood at the moment.

Ask your health care team how often you should check your blood glucose levels. Make sure to keep a record of your blood glucose self-checks. You can print copies of this glucose self-check chart (PDF, 2 MB). Take these records with you when you visit your health care team.

What is continuous glucose monitoring?

Continuous glucose monitoring (CGM) is another way to check your glucose levels. Most CGM systems use a tiny sensor that you insert under your skin. The sensor measures glucose levels in the fluids between your body’s cells every few minutes and can show changes in your glucose level throughout the day and night. If the CGM system shows that your glucose is too high or too low, you should check your glucose with a blood glucose meter before making any changes to your eating plan, physical activity, or medicines. A CGM system is especially useful for people who use insulin and have problems with low blood glucose.

What are the recommended targets for blood glucose levels?

Many people with diabetes aim to keep their blood glucose at these normal levels:


Before a meal: 80 to 130 mg/dL
    
About 2 hours after a meal starts: less than 180 mg/dL
    

Talk with your health care team about the best target range for you. Be sure to tell your health care professional if your glucose levels often go above or below your target range.

What happens if my blood glucose level becomes too low?

Sometimes blood glucose levels drop below where they should be, which is called hypoglycemia. For most people with diabetes, the blood glucose level is too low when it is below 70 mg/dL.

Hypoglycemia can be life threatening and needs to be treated right away. Learn more about how to recognize and treat hypoglycemia.
What happens if my blood glucose level becomes too high?

Doctors call high blood glucose hyperglycemia.

Symptoms that your blood glucose levels may be too high include


feeling thirsty
    
feeling tired or weak
    
headaches
    
urinating often
    
blurred vision
    

If you often have high blood glucose levels or symptoms of high blood glucose, talk with your health care team. You may need a change in your diabetes meal plan, physical activity plan, or medicines.



Know when to check for ketones

Your doctor may want you to check your urine for ketones if you have symptoms of diabetic ketoacidosis. When ketone levels get too high, you can develop this life-threatening condition. Symptoms include

trouble breathing
nausea or vomiting
pain in your abdomen
confusion
feeling very tired or sleepy

Ketoacidosis most often is a problem for people with type 1 diabetes.

Work with your health care team

Most people with diabetes get health care from a primary care professional. Primary care professionals include internists, family physicians, and pediatricians. Sometimes physician assistants and nurses with extra training, called nurse practitioners, provide primary care. You also will need to see other care professionals from time to time. A team of health care professionals can help you improve your diabetes self-care. Remember, you are the most important member of your health care team.

Besides a primary care professional, your health care team may include


an endocrinologist for more specialized diabetes care
    
a registered dietitian, also called a nutritionist

    a nurse
    
a certified diabetes educator
a pharmacist
a dentist
    
an eye doctor
    
a podiatrist, or foot doctor, for foot care

    a social worker, who can help you find financial aid for treatment and community resources
    
a counselor or other mental health care professional
    

When you see members of your health care team, ask questions. Write a list of questions you have before your visit so you don’t forget what you want to ask. Watch a video to help you get ready for your diabetes care visit.


When you see your doctor, review your diabetes self-care plan and blood glucose chart.


You should see your health care team at least twice a year, and more often if you are having problems or are having trouble reaching your blood glucose, blood pressure, or cholesterol goals. At each visit, be sure you have a blood pressure check, foot check, and weight check; and review your self-care plan. Talk with your health care team about your medicines and whether you need to adjust them. Routine health care will help you find and treat any health problems early, or may be able to help prevent them.

Talk with your doctor about what vaccines you should get to keep from getting sick, such as a flu shot and pneumonia shot. Preventing illness is an important part of taking care of your diabetes. Your blood glucose levels are more likely to go up when you’re sick or have an infection. Learn more about taking care of your diabetes when you’re sick and during other special times, such as when you’re traveling.

Cope with your diabetes in healthy ways

Feeling stressed, sad, or angry is common when you live with diabetes. Stress can raise your blood glucose levels, but you can learn ways to lower your stress. Try deep breathing, gardening, taking a walk, doing yoga, meditating, doing a hobby, or listening to your favorite music. Consider taking part in a diabetes education program or support group that teaches you techniques for managing stress. Learn more about healthy ways to cope with stress.

Depression is common among people with a chronic, or long-term, illness. Depression can get in the way of your efforts to manage your diabetes. Ask for help if you feel down. A mental health counselor, support group, clergy member, friend, or family member who will listen to your feelings may help you feel better.

Try to get 7 to 8 hours of sleep each night. Getting enough sleep can help improve your mood and energy level. You can take steps to improve your sleep habits. If you often feel sleepy during the day, you may have obstructive sleep apnea, a condition in which your breathing briefly stops many times during the night. Sleep apnea is common in people who have diabetes. Talk with your health care team if you think you have a sleep problem.

Remember, managing diabetes isn’t easy, but it’s worth it.
"
992,"

Manage your diabetes ABCs.
Follow your diabetes meal plan.

Make physical activity part of your routine.
Take your medicine.



Check your blood glucose levels.

Work with your health care team.
Cope with your diabetes in healthy ways.


"
995,"


Previous:
                Diabetes Tests & Diagnosis
            



Next:
                Insulin, Medicines, & Other Diabetes Treatments
            

"
996,"
Previous:
                Diabetes Tests & Diagnosis
            "
997,"
Next:
                Insulin, Medicines, & Other Diabetes Treatments
            "
1011,On this page:
1012,"Taking insulin or other diabetes medicines is often part of treating diabetes. Along with healthy food choices and physical activity, medicine can help you manage the disease. Some other treatment options are also available. "
1013,"
The medicine you take will vary by your type of diabetes and how well the medicine controls your blood glucose levels, also called blood sugar. Other factors, such as your other health conditions, medication costs, and your daily schedule may play a role in what diabetes medicine you take.
"
1014,"If you have type 1 diabetes, you must take insulin because your body no longer makes this hormone. You will need to take insulin several times during the day, including with meals. You also could use an insulin pump, which gives you small, steady doses throughout the day.
"
1015,"Some people with type 2 diabetes can manage their disease by making healthy food choices and being more physically active. Many people with type 2 diabetes need diabetes medicines as well. These medicines may include diabetes pills or medicines you inject under your skin, such as insulin. In time, you may need more than one diabetes medicine to control your blood glucose. Even if you do not take insulin, you may need it at special times, such as during pregnancy or if you are in the hospital. "
1016,"
If you have gestational diabetes, you should first try to control your blood glucose level by making healthy food choices and getting regular physical activity. If you can’t reach your blood glucose target, your health care team will talk with you about diabetes medicines, such as insulin or the diabetes pill metformin, that may be safe for you to take during pregnancy. Your health care team may start you on diabetes medicines right away if your blood glucose is very high.
"
1017,"No matter what type of diabetes you have, taking diabetes medicines every day can feel like a burden sometimes. You may also need medicines for other health problems, such as high blood pressure or high cholesterol, as part of your diabetes care plan. "
1018,"
Several types of insulin are available. Each type starts to work at a different speed, known as “onset,” and its effects last a different length of time, known as “duration.” Most types of insulin reach a peak, which is when they have the strongest effect. Then the effects of the insulin wear off over the next few hours or so.
"
1019,"The chart above gives averages. Follow your doctor’s advice on when and how to take your insulin. Your doctor might also recommend premixed insulin, which is a mix of two types of insulin. Some types of insulin cost more than others, so talk with your doctor about your options if you're concerned about cost. Read about financial help for diabetes care.
"
1020,"The way you take insulin may depend on your lifestyle, insurance plan, and preferences. You may decide that needles are not for you and prefer a different method. Talk with your doctor about the options and which is best for you. Most people with diabetes use a needle and syringe, pen, or insulin pump. Inhalers, injection ports, and jet injectors are less common.
"
1021,"You’ll give yourself insulin shots using a needle and syringe. You will draw up your dose of insulin from the vial, or bottle, into the syringe. Insulin works fastest when you inject it in your belly, but you should rotate spots where you inject insulin. Other injection spots include your thigh, buttocks, or upper arm. Some people with diabetes who take insulin need two to four shots a day to reach their blood glucose targets. Others can take a single shot."
1022,An insulin pen looks like a pen but has a needle for its point. Some insulin pens come filled with insulin and are disposable. Others have room for an insulin cartridge that you insert and then replace after use. Insulin pens cost more than needles and syringes but many people find them easier to use.
1023,"An insulin pump is a small machine that gives you small, steady doses of insulin throughout the day. You wear one type of pump outside your body on a belt or in a pocket or pouch. The insulin pump connects to a small plastic tube and a very small needle. You insert the needle under your skin and it stays in place for several days. Insulin then pumps from the machine through the tube into your body 24 hours a day. You also can give yourself doses of insulin through the pump at mealtimes. Another type of pump has no tubes and attaches directly to your skin, such as a self-adhesive pod."
1024,Another way to take insulin is by breathing powdered insulin from an inhaler device into your mouth. The insulin goes into your lungs and moves quickly into your blood. Inhaled insulin is only for adults with type 1 or type 2 diabetes.
1025,"An injection port has a short tube that you insert into the tissue beneath your skin. On the skin’s surface, an adhesive patch or dressing holds the port in place. You inject insulin through the port with a needle and syringe or an insulin pen. The port stays in place for a few days, and then you replace the port. With an injection port, you no longer puncture your skin for each shot—only when you apply a new port.
"
1026,"This device sends a fine spray of insulin into the skin at high pressure instead of using a needle to deliver the insulin.
"
1027,"
You may need medicines along with healthy eating and physical activity habits to manage your type 2 diabetes. You can take many diabetes medicines by mouth. These medicines are called oral medicines. "
1028,"
Most people with type 2 diabetes start medical treatment with metformin pills. Metformin also comes as a liquid. Metformin lowers the amount of glucose that your liver makes and helps your body use insulin better. This drug may help you lose a small amount of weight.
"
1029,"Other oral medicines act in different ways to lower blood glucose levels. You may need to add another diabetes medicine after a while or use a combination treatment. Combining two or three kinds of diabetes medicines can lower blood glucose levels more than taking just one.
"
1030,"Read about different kinds of diabetes medicines from the Food and Drug Administration (FDA).
"
1031,"Besides insulin, other types of injected medicines are available. These medicines help keep your blood glucose level from going too high after you eat. They may make you feel less hungry and help you lose some weight. Other injectable medicines are not substitutes for insulin. Learn more about noninsulin injectable medicines.
"
1032,"Side effects are problems that result from a medicine. Some diabetes medicines can cause hypoglycemia, also called low blood glucose, if you don’t balance your medicines with food and activity. "
1033,"Ask your doctor whether your diabetes medicine can cause hypoglycemia or other side effects, such as upset stomach and weight gain. Take your diabetes medicines as your health care professional has instructed you, to help prevent side effects and diabetes problems.
"
1034,"When medicines and lifestyle changes are not enough to manage your diabetes, a less common treatment may be an option. Other treatments include bariatric surgery for certain people with type 1 or type 2 diabetes, and an ""artificial pancreas"" and pancreatic islet transplantation for some people with type 1 diabetes.
"
1035,"Also called weight-loss surgery or metabolic surgery, bariatric surgery may help some people with obesity and type 2 diabetes lose a large amount of weight and regain normal blood glucose levels. Some people with diabetes may no longer need their diabetes medicine after bariatric surgery. Whether and for how long blood glucose levels improve seems to vary by the patient, type of weight-loss surgery, and amount of weight the person loses. Other factors include how long someone has had diabetes and whether or not the person uses insulin.1 "
1036,"
Recent research suggests that weight-loss surgery also may help improve blood glucose control in people with type 1 diabetes who are obese.2 "
1037,"
Researchers are studying the long-term results of bariatric surgery in people with type 1 and type 2 diabetes."
1038,"
The NIDDK has played an important role in developing “artificial pancreas” technology. An artificial pancreas replaces manual blood glucose testing and the use of insulin shots or a pump. A single system monitors blood glucose levels around the clock and provides insulin or a combination of insulin and a second hormone, glucagon, automatically. The system can also be monitored remotely, for example by parents or medical staff.
"
1039,"In 2016, the FDA approved a type of artificial pancreas system called a hybrid closed-loop system. This system tests your glucose level every 5 minutes throughout the day and night, and automatically gives you the right amount of insulin. "
1040,"
You still need to manually adjust the amount of insulin the pump delivers at mealtimes. But, the artificial pancreas may free you from some of the daily tasks needed to keep your blood glucose stable—or help you sleep through the night without the need to wake and test your glucose or take medicine.
"
1041,"The hybrid closed-loop system is expected to be available in the U.S. in 2017. Talk with your health care provider about whether this system might be right for you.
"
1042,"The NIDDK has funded several important studies on different types of artificial pancreas devices to better help people with type 1 diabetes manage their disease. The devices may also help people with type 2 diabetes and gestational diabetes.
"
1043,"Pancreatic islet transplantation is an experimental treatment for poorly controlled type 1 diabetes. Pancreatic islets are clusters of cells in the pancreas that make the hormone insulin. In type 1 diabetes, the body’s immune system attacks these cells. A pancreatic islet transplant replaces destroyed islets with new ones that make and release insulin. This procedure takes islets from the pancreas of an organ donor and transfers them to a person with type 1 diabetes. Because researchers are still studying pancreatic islet transplantation, the procedure is only available to people enrolled in research studies. Learn more about islet transplantation studies. "
1045,"[1] Cordera R, Adami GF. From bariatric to metabolic surgery: looking for a “disease modifier” surgery for type 2 diabetes. World Journal of Diabetes. 2016;7(2):27–33."
1046,"[2] Kirwan JP, Aminian A, Kashyap SR, Burguera B, Brethauer SA, Schauer PR. Bariatric surgery in obese patients with type 1 diabetes. Diabetes Care. 2016;39(6):941–948."
